央视一套,#genre#
三立台湾,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/sltwgd.flv
三立都会,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/sldhfgd.flv
靖天戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/ghqtxj.flv
八大第一,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/bddygf.flv
八大娱乐,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/hgbdygn.flv
八大戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/wwsbdjx.flv
龙华电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ardtyqw.flv
龙华经典,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/lhghsjd.flv
龙华偶像,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/kjlhax.flv
龙华戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/trwlhxj.flv
东森超视,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/dsghvsx.flv
Z频道,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/zjgsdpd.flv
探索频道,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/hgtspd.flv
华纳电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/xghldy.flv
数位电影台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/swdytsd.flv
CATCHPLAY电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/dfgCATCHPLAY.flv
猪哥,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/xmzxgcd.flv
NBA,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/66
好消息,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/haoxiao1.flv
好消息2,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/yxxw1111234.flv
港台测试,#genre#
公視,mitv://ns2.hellotvvod.com:9906/5fc89eac000ec1d1514274296f4d5637.ts
公視台語台,mitv://ns2.hellotvvod.com:9906/5fad31c7000e8128ba20b1fa4c505a37.ts
好消息,mitv://ns2.hellotvvod.com:9906/5fb68539000005a60a8f07284c73094d.ts
原住民族電視台,mitv://ns2.hellotvvod.com:9906/5fd0b6af0008bd4470e0484d67f83ae2.ts
客家電視台,mitv://ns2.hellotvvod.com:9906/5fce4ce900062b2067731a3159531ad6.ts
八大第一台,mitv://ns2.hellotvvod.com:9906/5fc8a0420006e4ca5148a4155c5a661f.ts
八大戲劇台,mitv://ns2.hellotvvod.com:9906/5fc8a12900013eaf514c28f64701660a.ts
JET 綜合台,mitv://ns2.hellotvvod.com:9906/5fbb82fc0003ae0e1e0e49cb50dc6800.ts
八大娛樂台,mitv://ns2.hellotvvod.com:9906/5fc8a042000108b55148a28f693f3237.ts
非凡商業台,mitv://ns2.hellotvvod.com:9906/5fb3f20000050559007ff1c859224981.ts
公視3台,mitv://ns2.hellotvvod.com:9906/5fad31c70008e3bdba20b09374541ed5.ts
Baby TV,mitv://ns2.hellotvvod.com:9906/5fc89fa60001bc4a5146415e6c991130.ts
ELTV生活英語台,mitv://ns2.hellotvvod.com:9906/5fc6573400060509485b452737227be4.ts
靖洋卡通Nice Bingo,mitv://ns2.hellotvvod.com:9906/5fbd15b60003fec22433706a424e21dd.ts
靖天卡通台,mitv://ns2.hellotvvod.com:9906/5fbd0dc100091e3e24145cba01e479b2.ts
達文西頻道,mitv://ns2.hellotvvod.com:9906/5fc50018000d52c4431f01ab0f2b262e.ts
國會頻道1,mitv://ns2.hellotvvod.com:9906/5fce495800059b6767652baa76092132.ts
國會頻道2,mitv://ns2.hellotvvod.com:9906/5fce4957000ed2dc67652a14758711c2.ts
MTV Live,mitv://ns2.hellotvvod.com:9906/5fad0950000c436fb982a0961f01144e.ts
Mezzo Live,mitv://ns2.hellotvvod.com:9906/5fd893400001cac88f95e56c2c993dd0.ts
TRACE Urban,mitv://ns2.hellotvvod.com:9906/5fd907f400090583915dc67051805737.ts
CLASSICA 古典樂,mitv://ns2.hellotvvod.com:9906/5fd8934000080a448f95e702274b03a6.ts
CMusic,mitv://ns2.hellotvvod.com:9906/5fd90a470005f44d9166d9dd2b7e5114.ts
TRACE Sport Stars,mitv://ns2.hellotvvod.com:9906/5fc4d6a700039b19427d1dc3178007b3.ts
博斯高球二台,mitv://ns2.hellotvvod.com:9906/5fed9dc5000ea190475a89081dfd5ebd.ts
博斯魅力網,mitv://ns2.hellotvvod.com:9906/5fed9dc4000b3d8f475a844535e1461b.ts
博斯無限二台,mitv://ns2.hellotvvod.com:9906/5fed9dc500017cfc475a85ac215164bc.ts
智林體育台,mitv://ns2.hellotvvod.com:9906/5fce471a0001d214675c68806e5511ad.ts
博斯運動二台,mitv://ns2.hellotvvod.com:9906/5fed9dc500071e52475a8723281a2544.ts
國家地理高畫質悠人頻道,mitv://ns2.hellotvvod.com:9906/5fb243d9000c00a7cdef502a37260ea6.ts
Pet Club TV,mitv://ns2.hellotvvod.com:9906/5fda1095000c952995677c33107d4ce4.ts
LUXE TV,mitv://ns2.hellotvvod.com:9906/5fbe6a650008f05d29663d4a5fa4335c.ts
Lifetime,mitv://ns2.hellotvvod.com:9906/5fc4fc9300037d2543113f931c6c0340.ts
幸福空間居家台,mitv://ns2.hellotvvod.com:9906/5fc12060000db7b933fd1afb1af6465b.ts
Love Nature,mitv://ns2.hellotvvod.com:9906/5fc11ca5000d64ea33ee887365d87084.ts
Food Network,mitv://ns2.hellotvvod.com:9906/5fad00fe000ae862b9621fe85b387038.ts
亞洲旅遊台,mitv://ns2.hellotvvod.com:9906/5fad029800009925b9685ed80e917096.ts
Travel Channel,mitv://ns2.hellotvvod.com:9906/5fc12060000806cf33fd19842dd4481b.ts
Fashion One,mitv://ns2.hellotvvod.com:9906/5fc11ca60003bbd033ee89db441f2424.ts
TV5MONDE STYLE HD 生活時尚,mitv://ns2.hellotvvod.com:9906/5fbe68c50008a763295fe43b16ec27ca.ts
好消息2台,mitv://ns2.hellotvvod.com:9906/5fb685380009b5650a8f05b1325b225f.ts
三立綜合台,mitv://ns2.hellotvvod.com:9906/5fbb76dd000dde4b1ddef3521e0b26ad.ts
靖天資訊台,mitv://ns2.hellotvvod.com:9906/5fd21b5e00006f66765191c2734a767f.ts
靖天綜合台,mitv://ns2.hellotvvod.com:9906/5fd22ce90008860f76961ace271f7264.ts
靖天育樂台,mitv://ns2.hellotvvod.com:9906/5fd200f50003db9275ea6875774d680c.ts
中視經典台,mitv://ns2.hellotvvod.com:9906/5fb29f1100085cdbcf53a1ff4587325e.ts
中視菁采台,mitv://ns2.hellotvvod.com:9906/5fb29a91000d4e63cf420f487c683a62.ts
TVBS精采台,mitv://ns2.hellotvvod.com:9906/5fc4fc930009411b4311411a76eb5485.ts
緯來精采,mitv://ns2.hellotvvod.com:9906/5fb2a6e50001f190cf72347a0bbc1ebd.ts
ETtoday綜合台,mitv://ns2.hellotvvod.com:9906/5fbb82fb000d95761e0e48733e5261fe.ts
民視第一台,mitv://ns2.hellotvvod.com:9906/5fb2a3aa00023768cf659611511f2239.ts
民視台灣台,mitv://ns2.hellotvvod.com:9906/5fb2a3aa00087d37cf6597b76d6162de.ts
Nice TV靖天歡樂台,mitv://ns2.hellotvvod.com:9906/5fd22cea0005036b76961dcb08dd6bb0.ts
新唐人亞太台,mitv://ns2.hellotvvod.com:9906/5fd2432e0000b87e76ed165205b57733.ts
八大優頻道,mitv://ns2.hellotvvod.com:9906/5fb25206000e944fce26b09e1e896af4.ts
三立戲劇台,mitv://ns2.hellotvvod.com:9906/5fdcc603000df3b8058fc29a57e54474.ts
龍華戲劇,mitv://ns2.hellotvvod.com:9906/5fb6815200069dfb0a7fca760a1e0e97.ts
靖天戲劇台,mitv://ns2.hellotvvod.com:9906/5fc124a100071c32340db72d5cfc6793.ts
靖天日本台,mitv://ns2.hellotvvod.com:9906/5fd22ce9000e1b7076961c352c952462.ts
韓國娛樂台,mitv://ns2.hellotvvod.com:9906/5fad09500006b6b4b9829f2e18c05e21.ts
Comedy Central,mitv://ns2.hellotvvod.com:9906/5fc4e522000a699342b5b0004bf454df.ts
星衛娛樂台,mitv://ns2.hellotvvod.com:9906/5fb3eb3300070c830065617d58fb51ac.ts
BLUE ANT Extreme,mitv://ns2.hellotvvod.com:9906/5fbe600b00026687293dcc14230c275d.ts
中視新聞台,mitv://ns2.hellotvvod.com:9906/5fad358e00003649ba2f6fa972ca4317.ts
華視新聞,mitv://ns2.hellotvvod.com:9906/5fad358d00098461ba2f6e2232ea4616.ts
Channel NewsAsia頻道,mitv://ns2.hellotvvod.com:9906/5fb659070004c28e09e2650158ba09f4.ts
Euronews,mitv://ns2.hellotvvod.com:9906/5fb528990002edc1053d36e40575192b.ts
France24,mitv://ns2.hellotvvod.com:9906/5fb528990008cd60053d385b269f5686.ts
NHK新聞資訊台,mitv://ns2.hellotvvod.com:9906/5f8e8b6b0004fc324266c25f3a616c0b.ts
半島英語新聞台,mitv://ns2.hellotvvod.com:9906/5fb514f50009655204f07fea58d459d7.ts
視納華仁紀實,mitv://ns2.hellotvvod.com:9906/5fc4dade0000c58b428d93df662925ff.ts
影迷數位紀實台,mitv://ns2.hellotvvod.com:9906/5fda1a220004145a958cc8d8762857e8.ts
龍華電影,mitv://ns2.hellotvvod.com:9906/5fce3f9200025bff673efd5f17155acc.ts
靖天映畫,mitv://ns2.hellotvvod.com:9906/5fc124a1000cc2b1340db8a400040778.ts
AMC最愛電影,mitv://ns2.hellotvvod.com:9906/5fc4e5220004e7d242b5ae895d4d61c8.ts
CatchPlay電影台,mitv://ns2.hellotvvod.com:9906/5fbe640a0004f803294d68c96e964443.ts
壹電視電影台,mitv://ns2.hellotvvod.com:9906/5fdcb44e000ed447054a97d17bb45cfa.ts
采昌影劇台,mitv://ns2.hellotvvod.com:9906/5fb3f468000575e80089581868f4513c.ts
影迷數位電影台,mitv://ns2.hellotvvod.com:9906/5fbe43f80007198328d02305399035e5.ts
歐洲電影台,mitv://ns2.hellotvvod.com:9906/5fc4dadd000a430d428d92681d0576c1.ts
唯心電視台,mitv://ns2.hellotvvod.com:9906/5fb544b000038cb405aaf0db644b5bd0.ts
TV5Monde,mitv://ns2.hellotvvod.com:9906/5fb514f60001968104f081ce58e101c9.ts
Arirang TV,mitv://ns2.hellotvvod.com:9906/5fddbcac000687bd0953331b467833b1.ts
J2跑马台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/ddgdswe.flv
TVB J2,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/78
TVB翡翠,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/68
TVB明珠,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/xgmzgf.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/76
有線新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/72
無線新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/73
无线财经,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/wltypduuu.flv
TVB無線財經,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/70
NOW新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/26
NOW直播,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/27#rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/binowdsf.flv
香港開電視,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq1/kds.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/20
18台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/cdksdcfs.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/71
港臺31,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/dfgsgRHK31.flv
港臺32,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/77
vivtv,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/hygjviutv.flv
vivtv6,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/uhgcfh.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/75
TVB华丽,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/xgfsts.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/23
衛視卡式臺,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/xgwskst11.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/25
有線電影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/xgydsxhg.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/30
爆穀台,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/63
thrill电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/rtgthrill.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/56
TVB Jade,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/67
TVB星河,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/21
TVB經典,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/22
HKC體育1,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/28
星卫娱乐,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/fdgxwylf.flv
民视,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tgwms.flv
台视,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/twdtsc.flv
壹综合,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/tzhgh.flv
中視,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/zsxwsds.flv
台视综合,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/tszhgd.flv
華視,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tgtwhs.flv
民视综艺,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tgmsztx.flv
民视影剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/msyjt.flv
民視第一台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/twmsdyfr.flv
民视台湾台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/tgwmstdtw.flv
中天亚洲,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/twxztyzt.flv#rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/ilztyzs.flv
中天娱乐,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/twztyyl.flv#rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/ztghyh.flv
博斯高球,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/bsghwq.flv
美国高尔夫,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/golfbb.flv
爱尔达体育,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ardtyes.flv
纬来体育,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/wltypd.flv
纬来电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/wldyfgs.flv
纬來日本,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/ewlrdg.flv
纬來综合,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/wlzhfd.flv
纬來戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/wlxjghs.flv
美食星球,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/historydd.flv
亚洲旅游,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/Histroryu.flv
三立综合,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/slzhgd.flv
三立戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/slxjgd.flv
三立台湾,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/sltwgd.flv
三立都会,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/sldhfgd.flv
靖天戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/ghqtxj.flv
八大第一,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/bddygf.flv
八大娱乐,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/hgbdygn.flv
八大戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/wwsbdjx.flv
龙华电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ardtyqw.flv
龙华经典,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/lhghsjd.flv
龙华偶像,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/kjlhax.flv
龙华戏剧,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/trwlhxj.flv
东森超视,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/dsghvsx.flv
Z频道,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/zjgsdpd.flv
探索频道,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/hgtspd.flv
华纳电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/xghldy.flv
数位电影台,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/swdytsd.flv
CATCHPLAY电影,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq5/dfgCATCHPLAY.flv
猪哥,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq4/xmzxgcd.flv
寰宇新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/hyxwkl966.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/5
寰宇臺灣,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/hytwtg.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/6
中天新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ztxwtyd.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/3
TVBS新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ztxwed3.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/8
年代新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/ndxgw55.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/14
東森新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/dsxwds.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/2
中視新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/zsxwfd.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/13
華視新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/fscwxw.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/10
台視新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/tsxwwe.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/12
民視新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq2/msxwd.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/4
三立LIVE新聞,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/liveerf.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/1
三立iNEWS,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq3/ineyws.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/11
壹電視新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/7
東森財經,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/9
非凡商業,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/15
非凡新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/16
寰宇財經,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/17
CNN頭條新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/18
BBC World News,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/19
福克斯新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/79
CNBC新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/80
CNN國際新聞,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/81
ELTA綜合,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/32
娛樂,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/33
豬哥亮歌廳秀,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/34
東森電影,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/35
緯來電影,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/36
HBO HD,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/37
好萊塢電影,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/38
CineMAX,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/39
FOX,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/40
FOX MOVIES,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/41
霹靂臺灣,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/42
美亞電影,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/43
FOXFamily,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/44
HBOSignature,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/45
HBOHits,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/46
采昌影劇,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/47
影迷數位電影,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/48
龍華經典,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/49
龍翔時代,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/50
AXN臺灣,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/51
AMC最爱电影,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/53
光影歐洲,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/54
AXN亞洲,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/55
HBO Family,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/57
龍華電影,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/58
華納電影,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/59
金光布袋戲,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/60
HD,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/61
CATCHPLAY,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/62
爆穀台,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/63
緯來體育,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/64
UFC PASS,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/65
NBA,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/66
超级体育1,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/sdadhcjty.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/83
超级体育2,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/sjytyc.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/84
超级体育3,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/sjtysds.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/85
超级体育4,rtmp://v3948069e.live.126.net/live/crtv/crtv/ttv/sop/fwq6/cjsysdfc.flv#rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/86
广东體育,rtmp://v3948069e.live.126.net/live/zzzzzzzzzzz/87
彩虹e台,mitv://ns2.hellotvvod.com:9906/5f8981c0000ec1bd2eb8f83d6e1d70ec.ts
彩虹電影台,mitv://ns2.hellotvvod.com:9906/5f8981c1000557c82eb8f9b427146e0f.ts
LOOK TV,mitv://ns2.hellotvvod.com:9906/5f6f13fd000df5af9efa871e6c7b3ce4.ts
潘朵啦玩美台,mitv://ns2.hellotvvod.com:9906/5f89837800056df62ebfac9c6a20310d.ts
驚豔成人電影台,mitv://ns2.hellotvvod.com:9906/5f898378000aecef2ebfae03144d6e94.ts
松視1台,mitv://ns2.hellotvvod.com:9906/5f897f67000298ef2eafc978696968c5.ts
松視2台,mitv://ns2.hellotvvod.com:9906/5f89837900017eef2ebfaf7a483e2b6a.ts
JStar極限台電影頻道,mitv://ns2.hellotvvod.com:9906/5f8984c100059f812ec4b1c42bbd637b.ts
Live Cams,http://cdn.adultiptv.net/livecams.m3u8
Anal,http://cdn.adultiptv.net/anal.m3u8
Big Ass,http://cdn.adultiptv.net/bigass.m3u8
Big Dick,http://cdn.adultiptv.net/bigdick.m3u8
Big Tits,http://cdn.adultiptv.net/bigtits.m3u8
Blonde,http://cdn.adultiptv.net/blonde.m3u8
Blowjob,http://cdn.adultiptv.net/blowjob.m3u8
Brunette,http://cdn.adultiptv.net/brunette.m3u8
Compilation,http://cdn.adultiptv.net/compilation.m3u8
Cuckold,http://cdn.adultiptv.net/cuckold.m3u8
Fetish,http://cdn.adultiptv.net/fetish.m3u8
Gangbang,http://cdn.adultiptv.net/gangbang.m3u8
Gay,http://cdn.adultiptv.net/gay.m3u8
Hardcore,http://cdn.adultiptv.net/hardcore.m3u8
Interracial,http://cdn.adultiptv.net/interracial.m3u8
Latina,http://cdn.adultiptv.net/latina.m3u8
Lesbian,http://cdn.adultiptv.net/lesbian.m3u8
MILF,http://cdn.adultiptv.net/milf.m3u8
Pornstar,http://cdn.adultiptv.net/pornstar.m3u8
POV,http://cdn.adultiptv.net/pov.m3u8
Rough,http://cdn.adultiptv.net/rough.m3u8
Russian,http://cdn.adultiptv.net/russian.m3u8
Teen,http://cdn.adultiptv.net/teen.m3u8
Threesome,http://cdn.adultiptv.net/threesome.m3u8
                                                                                                           
